enrollment_id,course_id,student_id,student_name,student_email,enrolled_date,completed,rating,review_text
f53fd2d3-4df6-4205-a0ff-622c80851d53,974e598d-836b-47c3-bc71-1cc8665173fa,f7b6e34b-1e60-4b15-a915-a8f99d482c49,Michael Duke,taylormelissa@example.org,2022-05-04,True,2.97,
5f5c6553-4e8d-4654-8d37-10e627ebe3a5,8b2e1eb3-b523-41f3-9e3b-c735071f1a27,a5b813c2-9619-4f44-bac5-524fa3a051e8,Angel Young,lloydmiranda@example.org,2023-01-16,False,,
7b03f61b-5705-433e-92f0-2148016d0426,9fe7e068-d847-460b-8331-d7115de22a7d,a227ac14-343f-4341-8593-d3a208a66a64,Kristi White,campbelljustin@example.net,2024-05-22,,2.57,
9620818d-62c5-4829-a210-b7349dedb853,4d8b876a-0b44-46b2-8ab9-694f38617ce9,7d99e386-b77c-4be6-bebe-e6a69eb5d8d2,Victor Vaughn,rodneynolan@example.com,2023-05-27,True,3.81,
bf34d889-2653-4bd4-a9cc-aeb0a4a5308d,c4ac41b5-3f04-4c7b-93ab-7d2ceba0330c,d8910c36-5dc5-4345-a136-6a4d01a1296e,Nancy Jackson,keith18@example.org,2022-11-22,False,3.53,
d0fcb577-cec7-4674-8b19-f320b5230821,34ec5264-ad7d-4f81-b9a0-f145a5bab050,30bf9bd2-223b-4a76-bcaf-0ee31b19b829,Beth Obrien,simsclaire@example.org,2023-10-05,False,3.47,Those mind indeed majority daughter need.
2a4150de-8852-478e-8633-a286585262b1,e3395b1a-1ce9-4871-bcf5-9d5feb9f33cb,84c84c23-676e-44be-b8be-c228c455da79,Mary Thompson,rachelcastillo@example.com,2023-04-07,,2.9,
8fe1f050-5cf9-4973-b929-eda0bf30070d,49c3f48b-f881-4f18-9f34-fd6c7bf75b57,22bb0c8d-7bdc-40ac-8400-592ca0b335c7,Scott Mcmahon,douglas18@example.net,2024-02-01,,3.19,
8dc5d246-a85d-438b-a64f-8ec061e5cdd9,cbfd4a31-c8c8-4ad6-82cb-cdc73cd30e99,647a96e9-1a2d-4d7a-bac4-32f83db8014a,Sean Higgins,brewergregory@example.com,2025-01-29,False,3.12,
c986b3e4-7161-4888-b2c5-2d76370ebb11,c8c6a8b1-93b1-4e1d-a1a6-1f321e4dacd6,ed00e657-379f-4075-ba72-186eb79a0c86,Lauren Lopez,nguyengerald@example.net,2024-07-26,,,
bdb1d20f-36cf-48af-9d64-22cee8de4479,68599dc4-e8c5-43b0-86c5-50543eb4a527,f4914ab0-2bd3-46cb-a1ad-d4fa6974eaee,Jeffery Murphy,bowmanjoel@example.net,2022-10-08,,3.48,To foot hair who smile talk music floor vote.
7d35de60-1f45-46d0-aaf9-e1cd444b9490,5b9a289a-b58d-4c59-abe0-c8c1ae38cf46,bcb39076-7688-476e-a504-ee5ab98b9459,Katherine Martin,broberts@example.net,2023-07-28,,3.64,Tend officer well marriage resource bring throw page summer.
2fd1c775-00b0-4a82-b054-ef5f950f5eff,2775957e-3ea6-4a65-b960-df1f17152d76,11e3d175-70ad-4070-aca0-ed97922fe35d,Gary Estrada,fwolf@example.net,2022-08-20,,3.1,Make time force often next trip drug chance speech sell better.
baad0da4-65aa-4c06-9d43-3dc2cb115be6,7f4423d5-49a1-47a1-8571-32539956ad9b,0de5fd7b-dcec-4307-b9e2-4cc0ca63d3d0,Carrie Ware,kathleen79@example.net,2024-02-20,True,4.31,
dd16663a-8183-4bc0-80e2-cd0484c48ac0,95b04f8a-d64f-40b5-84d6-b400105dd35c,af003b94-596c-4252-b039-035691a4d3a5,Patrick Bush,elizabeth52@example.org,2024-11-13,,3.42,Hour article study seek young shoulder dark everything few two population spring talk off body at strong clear decide.
edb49f8d-e606-432f-920d-5830ba5b70e7,2b0e63fd-fc3d-4138-8a5a-42725f90ee57,c768edb9-05d8-4146-97f4-2764de1a8a8e,Kenneth Maxwell,elizabeth14@example.org,2024-03-10,True,3.66,
bc23db22-de2b-4f8c-a75c-77c046f58ae6,a5db8ca3-5630-4021-95af-b78379ba19db,9cb14954-0e83-4587-b15e-b39f82e9dd36,Susan Ray,rmiller@example.net,2024-04-13,,2.99,
1d7bca5c-f7a8-4bc5-9bd3-947617ca35a2,d73aae7b-47cc-4a66-a638-d8bef83893a2,a21f56b2-0c65-4576-a5d7-7fc8252ac83c,Christian Clark,delacruzsandra@example.com,2023-11-26,True,4.37,
23bf1f71-a901-4db8-80ae-50f37770014d,c4615234-8044-4eb2-b66e-dbf4a0ea0251,c578f4f4-9b18-476a-9d7b-83630db26722,Ann Rodriguez,lgarcia@example.org,2022-09-02,True,3.59,
724d3c00-082b-4c6f-b8bf-69039e150062,c4f4b844-46c1-42a5-bec8-8839ec35c3de,a966544f-57ca-4887-b916-7c6122d00779,Kendra Kim,jamesdean@example.net,2023-01-25,True,2.94,
31440c35-9266-4acc-8b2a-2bb4097a575d,46aaf714-57ba-4888-a3be-b4450e5d8626,3559d3c6-565a-4822-a15a-443c6e73699b,Mary Gibson,kimberly12@example.com,2022-11-27,,4.19,
05d04902-48d1-4e77-9710-d2f519b7a8e8,d3a71b83-97d0-4f8f-affd-d43b2c691f04,65108b6f-aedb-4272-8ef2-6cacca32c1eb,Brenda Rogers,raymark@example.org,2022-10-18,True,3.83,
20f985d8-6025-4f7c-8966-055e98a8a428,8f5242d3-54bb-4cf8-a8fe-a7618d49fe3f,976611ee-d2bf-4cf2-9709-acc30461a44d,Ryan Vang,jennifer10@example.org,2024-12-29,,2.76,
20d1eef1-5861-419d-98a0-be4c91a17855,a8d99292-4a85-4443-bba8-78d934b55b86,7f1e6dcc-955d-4f95-b1ce-b8e6c77ae3b1,Paula Perez,rwilson@example.org,2023-12-17,True,4.42,Near much hold several candidate suffer else avoid sea choose cell loss approach but pass look.
0f706894-4726-48ac-beae-f4528eba2e78,19eef9d6-fdfa-4cb1-82d4-93eb2a7b65de,0fbfae31-9e92-4f50-995c-712f2a9608bd,Nathan Miller,batkins@example.com,2023-02-16,True,4.97,
4809c026-dc29-4ca7-a061-2cdd2146de31,be6e9d47-f0c0-404b-806b-f02da97a4f4e,e6afcce9-f1f5-4294-a66c-93f287f2b581,Francisco Benton,mariacohen@example.net,2022-03-10,True,4.58,
ddcff347-b5d8-4cae-b381-e8b038ca4da7,99d090fd-6928-443e-9492-b51a38283a05,0f038aaf-3fec-4bfa-884a-40524913a18b,Luis Velez,kfrye@example.net,2024-01-29,True,3.31,
c96e517f-e49e-4f6e-ac56-1f785e5a590a,568a220d-0843-480a-87ac-a3fea73a366e,5ef28433-109c-41df-9f76-cb6f4eea155b,Michael Bolton,justin23@example.com,2024-03-12,False,2.8,
d6369272-2309-43ad-9b3e-aba1d771b446,4e385d03-a0d8-4651-b338-22d16691c664,6f26bd7c-7634-4a48-8048-0f7bcf61ea35,Andrew Brown,robleswillie@example.org,2023-01-14,False,2.53,
bc9742d3-e955-4593-8e5c-5b2006d23bde,15c7bc83-4336-4fe5-a631-66a78c53b74c,3ad782dc-8dc8-4d97-a99e-5dc9cae33dbb,James Hines,burnsrodney@example.org,2024-06-21,False,3.42,
cff54357-18f1-401e-8450-6864035c6c48,61eaaa65-a1d7-40ea-8704-e80ea2466cd7,72a07a9c-5dc2-48d3-ab91-dd71ba0d24f5,Kevin Oneill,mccannjanet@example.com,2022-07-08,,4.98,Meet impact big approach Republican forward why spend.
87db9211-f84f-47ef-9c72-6f3449a85d9e,7f3ef59b-1638-4137-a9f3-5b2d4580dac2,4cdc4dcd-7df5-4219-868a-4cd3f431f8f1,James Wilson,angelcunningham@example.org,2023-08-23,,4.19,Teacher put land region other many daughter night free yourself sound.
670f7921-9b61-482e-b34b-2922c6e9c9c4,70249792-6578-4d0c-9aec-8b70ac0e7307,eb617b74-cf53-4189-9294-f5a82815eb62,Tammy Massey,jkim@example.org,2023-08-29,,4.63,
3d948afd-864d-4a8d-9067-308a95cc34cd,9ac60306-61f4-4c2b-add9-3719f8d9bf33,da8f55c4-b310-40ed-a362-84b8d4a84c96,Andrew Whitney,gperry@example.com,2023-07-25,,3.78,Operation sense somebody anything open project buy.
bfbff315-0507-4453-898f-d17b4097d297,9ace63cc-d89c-43f6-8098-580d22538040,3c675934-95e7-4fd0-833f-ed33a7b4d7c9,Teresa Jones,audrey53@example.net,2022-06-09,True,4.34,Six amount particular maybe space father store.
e99e9370-ede4-4cf0-bf35-3843d25bb219,75a72686-d632-4d31-88ac-ffcfa04d4d14,8778dbe6-9b29-476e-8888-0b2c651ebbd2,Margaret Wong MD,ajennings@example.com,2024-09-20,False,3.44,
1a204dcc-4ae8-4236-bff9-e3b28e798982,8be15610-b234-4948-a4f2-ae4cf016716b,f498816e-61cb-43f3-a877-a70d692fe76c,Daniel Mitchell,washingtonashley@example.org,2023-02-24,False,3.32,
5283889c-c31f-47eb-ac98-1221d4b6f0f2,70e68474-8534-4d76-8642-3a80a8c12f22,bca9eeba-35ff-4d0c-aeda-17d56fd8440a,Kaylee Garza,brandi19@example.com,2022-03-21,False,3.22,
e93bf044-d292-4f7c-b624-013a11269f9e,23d13c7f-1161-4b5e-ad4c-8325105a4d40,6e480e95-e228-43f8-aa46-cb32439cf4f8,Tina Taylor,tannerrobertson@example.net,2022-11-20,True,4.77,
0e0f6619-6926-41f5-96ca-331c1b0e93e1,d500c147-0774-4c94-b5c9-f4599db1bd5e,aa54e68f-a927-4d42-a88a-2e51d74d930e,Lynn Guerrero,cody81@example.org,2023-09-23,False,2.96,
9d7e5e48-c03c-4a32-b3aa-475caf314f40,59fe3d53-624f-4a4b-bae1-e13796ee50e5,81241407-9870-4afa-8351-08d89251eafe,Penny West,phyllismiller@example.com,2022-04-02,True,,Mean onto face product air star audience national human employee movement claim build water.
835d7e20-859e-45bf-9b26-2633e2293661,352b6ec8-e90d-41cb-bf11-1a368c52d271,9232cc60-3bae-4b8e-ad56-9361bcc93b94,Dr. Jacqueline Randolph,bryanjohnson@example.net,2022-05-10,,4.83,
7928913d-51f8-4167-b96c-39ad6b35a9b9,3bcdf203-459e-4674-b3e7-f042516c3b0a,d7b42669-d42c-4f05-97fc-87fdaaa54056,Colin Elliott,caitlin11@example.org,2024-04-30,False,2.99,
d1303a7a-aca1-4386-bfeb-5020e417eadf,5031d661-b1b2-49c6-b120-721e86cd6214,2a545726-ca9d-469a-8539-fd8297266ab2,Jessica Mckee,stevengoodwin@example.net,2025-01-03,,4.09,
aa2223a9-7a25-40fc-9912-18a9ee2291ef,1a873c25-629f-4962-abd7-95f5220e674e,0b0ae00f-4462-4cae-8cce-769ba2a8d37d,Crystal Wilson,tylerrodney@example.com,2023-12-22,False,2.92,
8d45e921-e64b-4523-be8e-148b0b44f907,ff79f0f4-af64-4572-83d7-cafc7f702973,7ccd3eb6-2d51-4a94-bf84-3c8fa46f87b5,Steven Vazquez,mathewbennett@example.org,2024-02-11,False,,
ce08215a-dbe6-4c7f-8c40-d3a594bea0bd,a5d83148-0deb-483b-b6ba-45725c667438,65edb1d9-a424-4b77-ab86-fc70a89c0d28,Mark Dyer,smiles@example.net,2023-10-04,False,2.88,National result very investment enter memory charge know check full history civil value oil.
6818f77e-a15c-4648-9355-441e3e3f9b1e,d5767137-d456-429d-91c6-31cf4b7a123e,2003c81e-8bf5-4fa8-8ae9-1f314674a2f5,Walter Choi,josephross@example.net,2024-04-16,False,4.02,
e15d9642-0a84-4d34-9d34-5ce93a5b10ff,3002d831-3227-48d8-9c60-c81b41191aa7,422f203e-fc29-4667-a330-89c96f97aebd,Christian Archer,eguzman@example.com,2022-04-02,True,,Strategy become available your both to yes eat product would policy clear star daughter imagine discussion little imagine a cost eat truth.
182a4ea3-82d3-4040-8e69-44d3523b505c,1ddb4f15-1eb8-4863-82f8-60445e08e249,d47ebb90-c79e-46ae-951b-7d7f668e43e1,Susan Ward,karen72@example.com,2022-09-08,False,3.43,
5160d305-6dcd-4d43-98ec-ae059dc4805f,4878383a-e037-4953-ad2d-7cb9a452b559,3178bdbb-df7f-4cac-8814-b225a6792090,Denise French,emorales@example.com,2024-03-20,True,2.81,Significant camera else Mrs send piece.
e8556690-f4d8-4745-8a81-b7788bf4d171,2bacf712-d6a9-49e8-86d8-95e5219b606d,6694940d-ddc5-4146-80ba-e133babf9447,Juan Davis,ramosrobert@example.org,2023-02-13,,4.27,
2f49056a-9f5f-4623-9392-1935d6f8d94c,c4ac41b5-3f04-4c7b-93ab-7d2ceba0330c,606462ae-a068-4570-a4ff-3d41eb4b3bd8,Kimberly Jensen,hollyperkins@example.net,2024-10-14,False,3.11,
ee28c856-4fc6-4d43-b0ba-8e9c8caf728a,d7131c2e-2001-465b-a6f8-9b87fccc1a7d,4ff6308a-9135-4bfe-a193-dc3d81b89c44,Sharon Murphy,tiffany01@example.org,2024-10-07,,,
adf538fc-995f-4694-b8ed-ffe82280229d,d2dd3e26-8fb3-4134-bf23-36e979903d96,affce532-d846-4625-8eff-a0c12e3a9584,Wendy Sanchez,csmall@example.com,2022-08-22,,3.12,
6c27ca62-141f-4b4c-b977-93611204a9d9,a2e25753-56ff-4b3e-b80c-fd3dba6a741c,3a21356c-0fd6-4618-ba6b-295caec9c199,Kimberly Wise,uclark@example.org,2023-11-27,True,4.79,
203201a2-a5ca-4367-b598-655ff9d23cfd,47d1931c-f9f2-49ab-bd77-71f8a948ec66,4289281d-944a-46a6-83c1-4496199a2509,Kyle Gray,williamsbrooke@example.net,2024-08-04,True,2.91,
4c787ac6-22c9-4943-8e97-21444d17094c,5aeb5055-7d69-4580-97a8-510843b93b02,400e4540-9492-4a69-b8a5-764a87c53450,Edward Bennett,rfleming@example.net,2024-07-10,,3.46,
7f5c62cc-6e6c-4c64-af56-21b19d07285b,b2cc4372-6532-43ae-96f7-91ac4cf6a297,ca07906e-53ae-4bce-8ccc-f4326913ed3b,Christopher Wilkins,leroy57@example.com,2023-08-09,,3.36,
923ad413-0778-4dae-a478-7edc899ac6ce,acae8af8-9599-4267-b90f-516ddb06f072,4efb4227-f3f7-4d69-8853-05f9735bea93,Traci Lee,colemanjohn@example.com,2023-04-03,False,2.52,
619a4805-e03a-4ab6-a789-278dcc86ac85,1ddb4f15-1eb8-4863-82f8-60445e08e249,a22f3da5-dab2-4215-a17c-82b1c884fac6,Jason Haynes,rodriguezcynthia@example.net,2024-09-28,,3.54,
0dbf38ed-ece3-435d-ba99-542f58d687f6,23226464-ad6d-44ef-94d9-a0ae055fd8d1,acde5588-ee92-4236-b1dd-ecb702580dcb,Scott Wilson,kellyrichmond@example.com,2023-12-24,True,3.0,
b1a6aed3-7a76-4f37-a1a0-6de2f6de974a,20d120ae-b0f9-48d2-80c0-6d72bf2d57e1,66b768bd-4f84-4c31-b954-af2da819d4b9,Eugene Jones,garciagregory@example.net,2022-08-01,True,2.65,
